TID,PhoneNo,Destination,Cell,Disconnect,StartTime,EndTime,Cell2
323,98240260,91917180,"F","No",2006-06-27 00:21:30,2006-06-27 02:53:48,"D"
324,99351220,91909191,"A","No",2005-07-25 09:55:06,2005-07-25 11:25:20,"E"
325,98241021,,"B","Y",2005-05-20 04:12:08,2005-05-20 06:30:23,"B"
326,98350121,,"A","Y",2006-07-31 07:01:17,2006-07-31 08:47:12,"A"
327,98251261,,"B","Y",2005-11-18 18:47:13,2005-11-18 21:18:41,"D"
328,98251021,90909080,"E","No",2006-05-21 09:33:42,2006-05-21 09:36:13,"F"
329,98251360,,"F","Y",2006-11-04 13:39:13,2006-11-04 14:10:22,"E"
330,99341160,,"C","Y",2006-11-14 13:21:26,2006-11-14 14:05:47,"E"
331,99340061,91908080,"C","No",2005-05-24 12:18:15,2005-05-24 13:56:09,"E"
332,99240260,,"B","Y",2006-06-14 08:00:12,2006-06-14 09:16:56,"F"
333,98251321,,"C","Y",2006-03-12 04:46:49,2006-03-12 06:29:00,"B"
334,98250060,,"E","Y",2005-11-30 19:41:33,2005-11-30 20:18:44,"D"
335,98241361,,"B","Y",2006-05-07 20:27:46,2006-05-07 21:29:27,"D"
336,98251020,91817070,"C","No",2006-02-01 04:20:24,2006-02-01 04:31:52,"F"
337,99340161,,"B","Y",2005-05-20 03:48:48,2005-05-20 05:06:13,"E"
338,99350021,,"C","Y",2005-06-10 18:41:46,2005-06-10 20:14:02,"D"
339,99250120,90918190,"C","No",2005-06-10 07:22:46,2005-06-10 07:23:50,"C"
340,99350020,90919071,"C","No",2005-10-05 17:51:04,2005-10-05 18:40:18,"D"
341,98351360,,"F","Y",2005-06-16 14:35:22,2005-06-16 16:13:04,"F"
342,99241321,,"C","Y",2006-02-12 09:42:27,2006-02-12 10:27:17,"A"
343,98350060,91809191,"D","No",2006-06-01 12:41:28,2006-06-01 14:43:59,"E"
344,98241260,,"D","Y",2005-01-17 14:12:56,2005-01-17 16:52:06,"D"
345,99250021,91818090,"D","No",2005-05-31 07:54:10,2005-05-31 10:31:16,"B"
346,98240020,90908090,"C","No",2005-07-05 18:03:36,2005-07-05 18:52:17,"E"
347,99351221,,"F","Y",2005-05-24 04:10:37,2005-05-24 05:57:40,"A"
348,98350220,,"B","Y",2005-07-13 04:20:04,2005-07-13 05:25:30,"C"
349,99351321,91817081,"E","No",2006-06-12 05:27:35,2006-06-12 06:19:25,"D"
350,99350361,91918181,"B","No",2006-06-20 13:00:29,2006-06-20 14:30:34,"B"
351,98340320,90818091,"D","No",2005-07-11 15:16:23,2005-07-11 16:27:06,"C"
352,99241260,91917070,"B","No",2006-09-09 18:14:15,2006-09-09 20:29:04,"E"
353,99350261,,"E","Y",2005-11-21 02:45:11,2005-11-21 04:32:42,"F"
354,99250161,,"C","Y",2006-11-21 07:08:41,2006-11-21 07:56:17,"F"
355,98340020,,"B","Y",2005-09-15 04:48:57,2005-09-15 06:13:01,"C"
356,99241320,,"C","Y",2006-09-10 22:54:34,2006-09-11 01:30:32,"F"
357,98351321,91819190,"F","No",2005-05-08 13:57:44,2005-05-08 14:37:05,"C"
358,99241361,,"C","Y",2006-01-11 15:07:16,2006-01-11 15:21:20,"F"
359,98350320,,"C","Y",2005-11-26 13:21:12,2005-11-26 13:31:58,"E"
360,99250360,,"A","Y",2006-06-21 00:15:19,2006-06-21 01:05:33,"A"
361,99351220,90908171,"C","No",2005-04-16 10:18:14,2005-04-16 12:16:14,"F"
362,98241221,,"E","Y",2006-06-03 17:37:48,2006-06-03 18:48:56,"B"
363,98251261,91809091,"F","No",2006-01-04 15:44:21,2006-01-04 17:06:20,"C"
364,98341161,,"C","Y",2005-01-26 15:08:56,2005-01-26 15:36:05,"D"
365,99340261,,"B","Y",2005-12-26 15:10:09,2005-12-26 16:46:04,"B"
367,98351320,,"F","Y",2005-11-23 16:16:12,2005-11-23 17:48:14,"E"
368,99351321,,"E","Y",2006-10-05 16:44:57,2006-10-05 18:10:52,"E"
369,98351320,,"E","Y",2006-05-20 22:37:04,2006-05-21 00:09:58,"E"
370,98350121,,"C","Y",2005-07-11 12:52:22,2005-07-11 13:14:47,"D"
371,99251021,91807190,"A","No",2006-04-25 01:41:48,2006-04-25 02:01:02,"B"
372,99341060,,"F","Y",2005-12-09 07:33:46,2005-12-09 07:50:06,"A"
373,99351360,,"F","Y",2005-02-25 19:02:20,2005-02-25 20:23:47,"B"
374,98250161,91817091,"E","No",2006-03-03 06:05:31,2006-03-03 08:21:07,"A"
375,98251221,90909191,"D","No",2005-11-25 14:47:02,2005-11-25 15:26:23,"E"
376,98351060,,"B","Y",2006-04-24 02:13:44,2006-04-24 03:35:45,"D"
377,98341120,91818190,"B","No",2006-06-15 18:20:00,2006-06-15 18:23:44,"E"
378,99240120,,"E","Y",2006-07-22 11:08:52,2006-07-22 12:11:26,"F"
379,99350160,91918180,"B","No",2006-10-17 08:41:12,2006-10-17 10:19:59,"E"
380,98250060,90907191,"D","No",2005-09-03 15:02:08,2005-09-03 16:41:38,"D"
381,99341061,90907090,"E","No",2006-08-31 10:31:10,2006-08-31 13:16:40,"D"
382,98350261,91817091,"A","No",2005-12-05 10:53:04,2005-12-05 12:00:13,"F"
383,98250321,91919091,"C","No",2005-12-07 10:01:23,2005-12-07 10:29:07,"A"
384,99241261,90808081,"B","No",2006-02-17 20:17:08,2006-02-17 22:34:22,"C"
385,99351221,,"A","Y",2006-09-22 22:53:54,2006-09-22 23:20:16,"F"
386,99340360,,"F","Y",2005-02-20 20:33:11,2005-02-20 22:44:14,"B"
387,99340360,90817190,"C","No",2006-01-17 16:56:23,2006-01-17 18:37:24,"C"
388,99351360,91807080,"E","No",2005-06-03 08:24:16,2005-06-03 11:04:45,"D"
389,99351221,90819081,"C","No",2005-04-19 13:44:57,2005-04-19 14:10:23,"B"
390,99351161,,"E","Y",2006-02-23 04:16:51,2006-02-23 04:27:56,"C"
391,98251121,90918171,"E","No",2006-09-11 01:23:53,2006-09-11 03:57:09,"C"
392,99250260,,"D","Y",2006-09-14 15:52:32,2006-09-14 17:32:17,"D"
393,99350161,91909080,"C","No",2005-09-29 11:55:25,2005-09-29 14:30:14,"F"
394,98251061,,"A","Y",2005-12-03 04:31:47,2005-12-03 06:29:40,"C"
395,99250220,91908181,"C","No",2005-01-20 18:35:47,2005-01-20 20:14:37,"A"
396,98340161,91808191,"A","No",2006-09-03 02:17:53,2006-09-03 04:22:00,"A"
397,98340220,,"D","Y",2006-06-30 17:58:27,2006-06-30 19:03:58,"D"
398,99350060,,"F","Y",2005-03-08 21:16:58,2005-03-08 23:26:52,"A"
399,98350260,91908091,"D","No",2006-07-01 09:32:15,2006-07-01 11:39:33,"A"
400,99341061,,"F","Y",2005-03-08 16:30:00,2005-03-08 16:33:01,"B"
401,99341021,90819081,"F","No",2006-08-30 09:10:37,2006-08-30 11:57:12,"F"
402,99251321,91807080,"D","No",2006-05-07 13:07:36,2006-05-07 14:16:34,"C"
403,98241020,90817190,"B","No",2005-05-29 20:45:18,2005-05-29 20:47:19,"F"
404,98240021,90907070,"B","No",2005-11-16 14:33:35,2005-11-16 16:35:06,"F"
405,98350120,,"C","Y",2006-07-04 21:11:00,2006-07-04 22:14:43,"E"
406,99240361,90819080,"A","No",2005-02-06 12:32:44,2005-02-06 15:05:55,"A"
407,99351061,91818191,"E","No",2006-06-07 16:46:19,2006-06-07 17:01:56,"C"
408,98241360,,"C","Y",2005-10-07 11:15:13,2005-10-07 12:44:08,"E"
409,98251220,,"B","Y",2006-10-01 04:39:04,2006-10-01 07:20:26,"D"
410,98241120,,"B","Y",2005-11-14 03:15:57,2005-11-14 03:51:24,"D"
411,98250161,,"F","Y",2005-04-22 20:52:10,2005-04-22 21:04:46,"B"
412,98240321,,"E","Y",2006-07-27 00:53:34,2006-07-27 02:10:20,"E"
413,99240120,,"B","Y",2005-05-20 18:31:55,2005-05-20 19:34:25,"A"
414,99350061,,"C","Y",2005-03-23 13:28:06,2005-03-23 14:25:44,"D"
415,98241220,91808090,"F","No",2005-10-30 20:26:38,2005-10-30 23:01:02,"C"
416,98350360,91917091,"C","No",2005-10-14 12:21:06,2005-10-14 13:34:26,"B"
417,99241360,,"C","Y",2005-04-14 17:25:13,2005-04-14 19:09:09,"F"
418,98351321,91908170,"B","No",2006-02-23 22:51:42,2006-02-23 23:51:00,"D"
419,99350361,90908080,"F","No",2005-09-25 02:57:07,2005-09-25 03:01:48,"D"
420,98240321,90819191,"C","No",2006-02-01 01:36:19,2006-02-01 03:11:14,"C"
421,98341020,,"D","Y",2005-09-24 19:19:38,2005-09-24 21:36:51,"B"
422,98351121,,"F","Y",2006-10-20 15:50:09,2006-10-20 16:51:19,"A"
423,99251360,90918181,"D","No",2006-10-24 08:57:58,2006-10-24 10:53:54,"F"
424,99341120,91809071,"F","No",2006-10-01 01:41:35,2006-10-01 02:17:23,"D"
425,99350261,,"C","Y",2006-07-02 17:40:48,2006-07-02 17:47:55,"C"
426,99341160,91918170,"C","No",2005-01-29 06:10:29,2005-01-29 08:33:25,"E"
427,98250361,,"B","Y",2005-08-01 12:42:54,2005-08-01 13:49:26,"A"
428,98351321,,"E","Y",2006-06-23 16:03:47,2006-06-23 17:32:42,"F"
429,98351161,,"B","Y",2005-06-22 22:10:48,2005-06-22 22:59:21,"C"
430,99240220,,"D","Y",2005-11-26 20:09:43,2005-11-26 20:48:09,"A"
431,99251221,,"A","Y",2006-05-03 02:22:50,2006-05-03 03:18:13,"D"
432,99351220,90819180,"C","No",2005-01-31 21:19:15,2005-01-31 22:12:21,"A"
433,99240261,91809181,"D","No",2006-11-27 22:26:37,2006-11-27 22:42:22,"C"
434,99340320,91807191,"B","No",2005-09-28 10:51:30,2005-09-28 12:55:38,"B"
435,98251161,,"A","Y",2006-04-23 08:14:01,2006-04-23 09:38:50,"F"
436,98250160,90818180,"C","No",2006-06-11 14:56:58,2006-06-11 15:04:36,"C"
437,98350020,91809180,"B","No",2006-12-08 12:48:29,2006-12-08 13:34:32,"D"
438,99351320,91908070,"F","No",2006-03-21 18:20:05,2006-03-21 19:09:22,"A"
439,98240021,,"F","Y",2005-08-22 15:58:14,2005-08-22 17:34:15,"C"
440,99340060,91808181,"B","No",2005-09-06 08:00:42,2005-09-06 09:23:08,"A"
441,98351320,91808190,"C","No",2006-12-07 14:02:24,2006-12-07 15:47:31,"A"
442,99241061,,"C","Y",2005-08-16 22:02:36,2005-08-16 22:53:03,"A"
443,98251020,,"F","Y",2006-12-25 08:17:42,2006-12-25 10:02:39,"F"
444,99351320,91818090,"D","No",2005-11-24 15:45:09,2005-11-24 16:19:06,"A"
445,98341320,90909181,"D","No",2006-03-13 17:05:55,2006-03-13 18:29:43,"F"
446,99241261,91907191,"A","No",2006-02-06 08:15:52,2006-02-06 10:30:24,"B"
447,99250321,91809180,"B","No",2005-10-21 10:05:03,2005-10-21 10:40:48,"F"
448,99241120,90817081,"C","No",2005-05-20 01:57:01,2005-05-20 03:02:11,"A"
449,99350260,,"B","Y",2006-09-26 17:48:09,2006-09-26 19:02:26,"C"
450,98341120,,"B","Y",2006-06-01 09:09:06,2006-06-01 09:09:21,"F"
451,99350320,90918170,"A","No",2005-11-24 22:49:54,2005-11-25 01:12:39,"A"
452,98341020,90809080,"C","No",2005-04-11 19:19:41,2005-04-11 21:35:55,"E"
453,98350020,91808171,"E","No",2005-01-22 14:19:23,2005-01-22 16:17:44,"F"
454,98341360,,"F","Y",2005-05-21 10:01:52,2005-05-21 11:02:40,"D"
455,99241161,91819180,"D","No",2005-10-29 04:08:16,2005-10-29 05:24:51,"A"
456,98351261,91818091,"D","No",2005-01-30 10:28:01,2005-01-30 12:05:00,"C"
457,99240061,,"F","Y",2006-08-29 07:52:19,2006-08-29 08:17:18,"D"
458,99241361,,"B","Y",2005-09-30 04:00:42,2005-09-30 04:38:54,"B"
459,98240120,91917070,"C","No",2006-12-23 00:02:20,2006-12-23 01:15:03,"E"
460,98341221,,"F","Y",2005-01-23 19:06:58,2005-01-23 20:42:50,"B"
461,98351121,,"C","Y",2005-12-04 08:15:53,2005-12-04 10:05:20,"B"
462,98341120,91817081,"C","No",2006-08-25 07:50:15,2006-08-25 09:26:24,"E"
463,98340220,,"B","Y",2005-12-03 05:54:41,2005-12-03 06:50:55,"A"
464,99351161,91908081,"B","No",2005-08-04 21:02:05,2005-08-04 22:36:35,"D"
465,98250061,,"A","Y",2005-04-27 01:35:09,2005-04-27 02:33:37,"F"
466,99350060,91818091,"F","No",2006-07-28 02:09:35,2006-07-28 03:45:42,"C"
467,98240261,91919171,"B","No",2005-06-12 11:08:56,2005-06-12 12:41:35,"F"
468,98351161,,"A","Y",2006-10-12 02:41:19,2006-10-12 03:04:28,"B"
469,98340260,,"B","Y",2005-10-12 16:44:43,2005-10-12 19:00:34,"F"
470,99350261,,"A","Y",2006-04-18 16:28:06,2006-04-18 16:53:47,"E"
471,98340261,90919170,"B","No",2005-08-18 05:46:15,2005-08-18 06:44:04,"E"
472,98250121,90818180,"F","No",2005-08-25 10:12:03,2005-08-25 11:00:26,"F"
473,99251221,90819181,"B","No",2005-08-18 15:14:18,2005-08-18 16:23:22,"F"
474,98340160,91808091,"B","No",2005-09-24 14:19:18,2005-09-24 16:02:48,"A"
475,98341020,,"C","Y",2006-10-31 22:05:10,2006-10-31 22:57:28,"D"
476,99250021,,"C","Y",2006-12-05 11:01:44,2006-12-05 11:22:03,"C"
477,98350020,90817181,"D","No",2005-12-07 09:32:02,2005-12-07 11:42:28,"D"
478,98351061,90909070,"B","No",2006-09-28 09:19:10,2006-09-28 10:35:05,"E"
479,98250261,90919191,"F","No",2006-06-09 11:52:09,2006-06-09 12:41:42,"E"
480,98351260,,"C","Y",2005-03-28 12:22:25,2005-03-28 13:07:23,"C"
481,99251360,91807090,"B","No",2005-06-13 19:25:07,2005-06-13 21:09:39,"A"
482,99350320,,"D","Y",2005-09-10 19:20:26,2005-09-10 21:27:20,"D"
483,99240220,,"D","Y",2006-05-23 08:55:18,2006-05-23 09:57:21,"C"
484,98350020,91919190,"A","No",2006-05-08 06:26:13,2006-05-08 07:43:09,"C"
485,98240221,,"B","Y",2006-08-29 22:12:23,2006-08-30 00:12:23,"B"
487,99350260,91819070,"C","No",2005-03-30 21:12:40,2005-03-30 23:55:00,"D"
488,99351120,90819180,"E","No",2006-11-10 03:51:07,2006-11-10 06:29:49,"C"
489,98351121,,"F","Y",2006-02-11 16:17:19,2006-02-11 17:41:55,"E"
490,98240360,91918090,"E","No",2005-04-13 07:27:23,2005-04-13 08:23:01,"B"
491,99240320,90809091,"B","No",2006-11-27 19:11:11,2006-11-27 20:57:04,"B"
492,99340260,91919170,"C","No",2006-06-20 21:53:03,2006-06-20 22:04:54,"D"
493,98240021,,"B","Y",2006-03-13 05:47:41,2006-03-13 08:26:32,"D"
494,98240260,,"C","Y",2005-12-31 05:04:37,2005-12-31 07:09:13,"E"
495,99350320,,"B","Y",2005-04-17 00:06:47,2005-04-17 02:12:02,"D"
496,99341121,,"C","Y",2006-04-01 15:27:27,2006-04-01 16:58:51,"B"
497,99250020,90918181,"A","No",2005-01-14 10:05:35,2005-01-14 12:17:33,"D"
498,98241121,,"C","Y",2005-03-14 09:28:35,2005-03-14 11:55:33,"C"
499,98251260,,"A","Y",2005-04-15 19:10:36,2005-04-15 21:17:22,"B"
500,99251260,90917080,"E","No",2006-11-03 15:15:47,2006-11-03 17:16:04,"A"
501,99341160,,"B","Y",2005-05-31 04:52:39,2005-05-31 07:05:58,"D"
502,99341220,,"A","Y",2005-07-30 15:57:26,2005-07-30 16:54:41,"C"
503,98341021,,"C","Y",2005-03-16 07:22:09,2005-03-16 09:14:20,"B"
504,98240360,,"C","Y",2005-02-16 06:09:06,2005-02-16 08:03:49,"D"
505,99240120,91807190,"C","No",2005-06-06 04:19:05,2005-06-06 06:26:06,"C"
506,99340221,90818090,"D","No",2006-04-13 06:31:40,2006-04-13 07:20:54,"F"
508,99241120,90818090,"C","No",2006-12-01 19:39:33,2006-12-01 20:50:02,"E"
509,99251121,,"F","Y",2005-08-23 09:51:44,2005-08-23 11:16:59,"C"
510,98240360,91809170,"B","No",2006-09-09 09:28:42,2006-09-09 11:58:58,"A"
511,99341161,91818070,"C","No",2006-06-15 08:28:07,2006-06-15 10:02:16,"D"
512,99341120,,"A","Y",2006-12-16 17:46:15,2006-12-16 18:33:50,"B"
513,99241321,,"C","Y",2005-05-22 03:34:05,2005-05-22 04:32:59,"A"
514,99241120,91809190,"B","No",2006-12-20 16:36:14,2006-12-20 19:12:30,"C"
515,98251260,,"F","Y",2005-08-09 14:53:58,2005-08-09 16:36:31,"A"
516,98251220,,"E","Y",2006-04-16 03:09:22,2006-04-16 03:20:59,"B"
517,99340261,91908081,"D","No",2005-05-24 10:17:05,2005-05-24 12:07:42,"A"
518,98240060,90917090,"F","No",2006-02-07 01:24:41,2006-02-07 03:35:44,"A"
519,99251261,91818191,"C","No",2006-04-19 17:39:38,2006-04-19 19:37:03,"D"
520,99250120,,"D","Y",2006-10-17 07:06:15,2006-10-17 09:15:23,"A"
521,99341220,91818180,"A","No",2006-12-31 01:20:45,2006-12-31 02:01:36,"E"
523,99341260,90818080,"B","No",2005-07-03 16:32:47,2005-07-03 18:35:33,"F"
524,98340320,,"D","Y",2006-04-25 12:05:12,2006-04-25 13:49:59,"C"
525,99241361,,"D","Y",2006-04-02 02:40:56,2006-04-02 02:47:28,"E"
526,98351160,,"C","Y",2006-02-12 02:55:44,2006-02-12 03:24:45,"F"
527,98341020,,"B","Y",2006-10-22 16:34:55,2006-10-22 16:55:08,"C"
528,98240161,,"A","Y",2005-01-29 20:33:17,2005-01-29 22:31:43,"E"
529,98251120,,"E","Y",2006-04-30 16:18:53,2006-04-30 16:47:55,"A"
530,99350220,,"E","Y",2006-04-14 18:51:42,2006-04-14 20:56:52,"A"
531,99351220,90909191,"E","No",2005-12-18 21:34:46,2005-12-18 22:22:24,"A"
532,98240121,,"B","Y",2006-12-22 22:01:22,2006-12-22 23:01:23,"A"
533,98240020,,"B","Y",2005-08-23 18:46:17,2005-08-23 18:52:57,"C"
534,98251160,90809090,"B","No",2005-07-24 02:25:22,2005-07-24 02:34:53,"E"
535,98251121,90918191,"B","No",2005-03-26 08:46:44,2005-03-26 10:40:41,"A"
536,99341121,,"F","Y",2005-01-17 22:21:43,2005-01-17 23:05:27,"B"
537,99241360,91908090,"C","No",2006-11-06 17:23:12,2006-11-06 17:52:45,"D"
538,98240160,91807081,"E","No",2006-03-15 03:23:02,2006-03-15 03:55:07,"F"
539,98250121,,"C","Y",2005-08-22 20:53:20,2005-08-22 21:22:10,"D"
540,99240061,,"F","Y",2006-11-04 02:29:22,2006-11-04 02:43:04,"A"
541,99251261,90918080,"C","No",2005-05-18 01:35:01,2005-05-18 02:34:23,"A"
542,98241121,,"B","Y",2006-08-30 19:48:06,2006-08-30 20:34:08,"B"
543,98241160,91917190,"E","No",2005-09-04 03:41:00,2005-09-04 05:05:57,"B"
544,98241161,,"C","Y",2005-12-19 06:32:04,2005-12-19 09:18:20,"F"
545,99340260,,"B","Y",2006-01-24 08:30:54,2006-01-24 09:20:28,"B"
546,99241360,,"D","Y",2006-07-02 08:09:16,2006-07-02 09:32:45,"D"
547,98251120,91918081,"F","No",2005-04-22 16:09:28,2005-04-22 18:22:43,"D"
548,99341021,91808070,"B","No",2006-01-11 18:19:10,2006-01-11 20:32:10,"C"
549,98251220,,"B","Y",2006-01-11 10:36:48,2006-01-11 12:44:15,"F"
550,99341160,90809070,"F","No",2005-11-12 00:12:08,2005-11-12 01:09:25,"D"
551,98350120,,"B","Y",2005-02-01 11:29:17,2005-02-01 11:56:21,"C"
552,99240121,,"D","Y",2005-07-29 06:20:35,2005-07-29 06:27:14,"E"
553,98340321,90908080,"B","No",2005-02-02 20:51:00,2005-02-02 22:00:39,"D"
554,99251061,91907071,"E","No",2005-05-23 13:27:10,2005-05-23 13:52:42,"C"
555,98341220,,"F","Y",2006-02-01 15:31:40,2006-02-01 17:45:04,"C"
556,99350221,,"D","Y",2005-04-06 02:33:01,2005-04-06 04:00:09,"A"
557,98350261,,"B","Y",2006-11-28 00:19:39,2006-11-28 03:04:52,"D"
558,99350221,91807180,"E","No",2006-03-15 00:10:36,2006-03-15 00:19:42,"D"
559,98250160,91817091,"D","No",2005-09-06 21:10:29,2005-09-06 23:46:14,"A"
560,98240361,,"B","Y",2005-03-10 17:07:46,2005-03-10 18:01:40,"E"
561,98350360,,"B","Y",2005-07-16 18:50:38,2005-07-16 19:39:40,"A"
562,98250061,,"B","Y",2006-07-10 20:51:16,2006-07-10 23:17:55,"B"
563,99340220,91908171,"E","No",2005-07-14 09:05:15,2005-07-14 10:27:54,"A"
564,98241061,,"C","Y",2005-01-08 10:48:16,2005-01-08 11:12:58,"B"
565,99341261,,"B","Y",2005-04-18 12:14:47,2005-04-18 14:39:07,"F"
566,99251160,,"C","Y",2005-05-28 06:34:05,2005-05-28 07:08:30,"E"
567,98241161,91809170,"A","No",2006-11-17 16:38:25,2006-11-17 16:51:21,"E"
568,98351161,,"E","Y",2006-04-17 03:21:49,2006-04-17 05:29:12,"F"
569,98340061,91908071,"D","No",2006-01-16 19:30:18,2006-01-16 22:11:26,"B"
571,99340321,91808090,"F","No",2005-11-21 19:48:18,2005-11-21 22:29:38,"A"
572,99240360,91808070,"E","No",2005-02-11 17:56:45,2005-02-11 20:06:56,"C"
573,98341060,,"E","Y",2005-12-27 02:47:56,2005-12-27 02:57:13,"D"
574,99251020,90907180,"E","No",2005-05-15 10:12:09,2005-05-15 10:58:13,"A"
575,98350261,,"C","Y",2006-03-23 07:27:41,2006-03-23 08:19:42,"B"
576,99341220,91909181,"C","No",2006-07-11 06:51:34,2006-07-11 09:08:32,"D"
577,99241221,91919191,"C","No",2006-06-02 22:45:08,2006-06-03 00:02:41,"A"
578,99341121,90919190,"F","No",2005-09-15 08:06:09,2005-09-15 08:41:50,"E"
579,99350120,91909190,"B","No",2005-09-18 13:18:26,2005-09-18 14:20:45,"D"
580,99341121,,"E","Y",2006-10-21 10:25:33,2006-10-21 10:53:46,"A"
581,99241261,,"E","Y",2006-04-30 11:40:12,2006-04-30 11:57:36,"E"
582,99340320,91918080,"D","No",2005-08-04 16:00:13,2005-08-04 16:57:48,"C"
583,99251020,,"A","Y",2006-03-10 11:37:30,2006-03-10 12:31:24,"C"
584,99251221,90908071,"E","No",2005-10-24 06:39:58,2005-10-24 09:18:03,"B"
585,99251260,,"A","Y",2005-12-22 17:36:53,2005-12-22 19:52:06,"C"
586,98350021,,"D","Y",2006-04-19 13:52:48,2006-04-19 16:11:27,"D"
587,99340361,90808080,"C","No",2006-09-09 18:20:22,2006-09-09 20:56:31,"F"
588,98250260,91819181,"C","No",2006-09-16 05:19:10,2006-09-16 07:29:45,"C"
589,98351061,,"B","Y",2005-03-03 01:41:39,2005-03-03 03:05:51,"E"
590,99250121,,"A","Y",2005-01-01 20:30:46,2005-01-01 22:49:24,"B"
591,99241361,90908080,"F","No",2005-05-11 18:32:39,2005-05-11 20:59:06,"E"
592,99341161,,"E","Y",2005-06-25 04:56:06,2005-06-25 06:07:12,"F"
593,98251061,,"C","Y",2005-09-12 15:12:41,2005-09-12 16:45:08,"C"
594,99250061,91807080,"F","No",2005-12-07 03:16:07,2005-12-07 05:25:35,"A"
595,99350261,,"D","Y",2005-09-05 17:53:25,2005-09-05 19:06:47,"A"
596,98351120,91918180,"A","No",2005-03-29 20:28:15,2005-03-29 20:36:22,"C"
597,99351360,91917090,"C","No",2005-04-02 00:50:41,2005-04-02 03:03:37,"B"
598,99251061,91919081,"B","No",2005-03-07 17:04:04,2005-03-07 18:38:22,"A"
599,98241361,,"B","Y",2005-12-09 15:49:07,2005-12-09 16:59:31,"D"
600,99251021,,"A","Y",2005-10-08 08:51:15,2005-10-08 09:36:19,"D"
601,98251220,90808091,"D","No",2005-02-17 09:33:20,2005-02-17 10:01:27,"E"
602,98351360,,"B","Y",2005-08-11 15:13:07,2005-08-11 17:11:21,"D"
603,98251321,90809091,"A","No",2005-09-15 08:39:56,2005-09-15 08:43:26,"C"
604,99250321,91818181,"E","No",2005-12-16 19:14:23,2005-12-16 19:38:46,"C"
605,98250061,,"C","Y",2005-04-07 16:32:40,2005-04-07 18:16:39,"C"
606,99240261,90908190,"E","No",2005-01-30 02:56:25,2005-01-30 03:54:29,"A"
607,99351261,,"D","Y",2005-01-24 22:15:07,2005-01-24 22:21:35,"D"
608,98251121,91809191,"C","No",2005-10-01 21:08:06,2005-10-01 22:47:28,"C"
609,98240061,91809181,"F","No",2005-04-10 18:28:14,2005-04-10 20:37:24,"F"
610,99351020,90807070,"E","No",2006-12-01 09:26:07,2006-12-01 10:12:30,"D"
611,98350021,91919091,"E","No",2005-03-22 09:31:09,2005-03-22 10:19:16,"A"
612,99340321,90817071,"F","No",2005-08-02 03:18:40,2005-08-02 03:26:33,"E"
613,98351020,91817171,"E","No",2006-01-17 22:20:58,2006-01-18 00:57:37,"F"
614,98240321,91918170,"D","No",2006-04-17 07:54:50,2006-04-17 09:38:27,"F"
615,98251220,,"A","Y",2005-07-03 10:09:58,2005-07-03 10:10:45,"F"
616,98250320,,"D","Y",2005-08-18 01:29:10,2005-08-18 02:00:18,"A"
617,98340261,91909171,"B","No",2006-02-08 18:37:37,2006-02-08 19:36:25,"F"
618,98351261,,"F","Y",2006-06-30 00:30:52,2006-06-30 03:01:51,"E"
619,99340361,,"B","Y",2006-08-14 13:48:36,2006-08-14 15:24:20,"E"
620,98240121,91817180,"B","No",2006-04-06 22:38:25,2006-04-07 00:43:52,"F"
621,99250021,91918191,"D","No",2005-09-30 14:18:21,2005-09-30 17:03:21,"E"
622,98350020,,"C","Y",2006-03-31 11:07:56,2006-03-31 13:05:13,"B"
623,98240321,91818080,"D","No",2006-11-23 06:41:49,2006-11-23 08:25:32,"F"
625,99251020,91919181,"A","No",2005-02-26 05:41:15,2005-02-26 08:27:39,"E"
626,99250061,90819170,"A","No",2005-03-23 02:45:28,2005-03-23 04:21:58,"F"
627,98240321,90918170,"C","No",2006-02-21 08:37:53,2006-02-21 08:51:59,"B"
628,99241161,91919170,"D","No",2005-10-01 09:11:10,2005-10-01 11:49:22,"B"
629,98241361,,"C","Y",2005-01-16 09:32:57,2005-01-16 11:42:42,"F"
630,99351360,91919071,"F","No",2006-03-20 01:03:21,2006-03-20 01:51:22,"D"
631,99341220,,"C","Y",2006-05-24 09:58:11,2006-05-24 12:42:04,"E"
632,98251261,90819081,"F","No",2005-01-12 22:18:51,2005-01-12 22:39:34,"C"
633,99251221,91917071,"A","No",2005-05-18 09:04:45,2005-05-18 09:08:47,"D"
634,98241220,91817191,"C","No",2005-02-21 00:53:41,2005-02-21 02:13:29,"B"
635,99250320,,"F","Y",2005-09-23 00:35:17,2005-09-23 01:38:50,"A"
636,98241060,,"A","Y",2006-11-25 04:31:03,2006-11-25 06:44:37,"B"
637,99250121,,"B","Y",2006-07-09 19:38:07,2006-07-09 21:31:54,"D"
639,99240360,,"D","Y",2006-06-05 01:38:01,2006-06-05 03:24:09,"F"
640,99241220,,"B","Y",2006-07-14 13:35:27,2006-07-14 15:23:29,"A"
641,98251120,90917071,"B","No",2005-03-11 06:12:15,2005-03-11 06:55:01,"F"
642,98240321,91817190,"C","No",2006-02-21 19:10:32,2006-02-21 20:51:08,"F"
643,98241320,90917090,"A","No",2005-10-07 07:03:29,2005-10-07 07:05:31,"C"
644,99241361,90807091,"A","No",2005-10-29 21:50:53,2005-10-30 00:18:00,"F"
645,98350021,,"B","Y",2005-01-01 06:26:24,2005-01-01 08:52:36,"C"
646,99251120,,"F","Y",2005-03-11 22:15:39,2005-03-12 00:38:58,"C"
